province,date,industry,labour_val,employment_val,average_hourly_wage,employment_rate,min_wage,retail_sales,cpi,population
British Columbia,2023/4/1,Accommodation and food services,212.7,184.1,21.55,0.8655383168782322,15.65,8790084,150.4,5466566
British Columbia,2023/5/1,Accommodation and food services,213.7,184,21.6,0.8610201216658868,15.65,9059680,151,5466566
British Columbia,2023/6/1,Accommodation and food services,212.9,186.1,21.9,0.8741193048379521,16.75,8953609,151.6,5466566
British Columbia,2023/7/1,Accommodation and food services,223.7,199.9,21.18,0.8936075100581136,16.75,9036552,152.1,5515296
British Columbia,2023/8/1,Accommodation and food services,224.4,203.5,22.7,0.9068627450980392,16.75,9034157,152.6,5515296
British Columbia,2023/9/1,Accommodation and food services,201.6,182,22.16,0.9027777777777778,16.75,9059493,152.7,5515296
British Columbia,2023/10/1,Accommodation and food services,201,181.9,22.33,0.9049751243781096,16.75,8973848,152.6,5572694
British Columbia,2023/11/1,Accommodation and food services,195,175.9,22.11,0.902051282051282,16.75,9078007,152.8,5572694
British Columbia,2023/12/1,Accommodation and food services,190.9,169.8,22.1,0.8894709271870089,16.75,9030013,152.1,5572694
British Columbia,2024/1/1,Accommodation and food services,188,166.2,21.51,0.8840425531914893,16.75,8602072,152.6,5601024
British Columbia,2024/2/1,Accommodation and food services,184.6,162.4,21.82,0.8797399783315277,16.75,8979918,153,5601024
British Columbia,2024/3/1,Accommodation and food services,190.2,159.6,21.25,0.8391167192429022,16.75,8960322,153.8,5601024
British Columbia,2024/4/1,Accommodation and food services,191.1,173.2,22.36,0.9063317634746206,16.75,9041785,154.7,5638043
British Columbia,2024/5/1,Accommodation and food services,200.6,180.5,22.64,0.8998005982053838,16.75,8926423,155.4,5638043
British Columbia,2024/6/1,Accommodation and food services,199.5,180.7,22.37,0.9057644110275688,17.4,8898870,155.5,5638043
British Columbia,2024/7/1,Accommodation and food services,203.5,187.2,22.49,0.91990171990172,17.4,9015739,156.4,5671114
British Columbia,2024/8/1,Accommodation and food services,204,184.4,22.33,0.903921568627451,17.4,9022425,156.2,5671114
British Columbia,2024/9/1,Accommodation and food services,188.6,169.3,23.05,0.8976670201484624,17.4,9123075,155.8,5671114
British Columbia,2024/10/1,Accommodation and food services,196.3,173.6,22.49,0.8843606724401426,17.4,9202925,156.2,5696852
British Columbia,2024/11/1,Accommodation and food services,207.2,184.7,21.95,0.8914092664092664,17.4,9252003,156.3,5696852
British Columbia,2024/12/1,Accommodation and food services,199.3,176.4,23.07,0.8850978424485699,17.4,9358028,156.1,5696852
British Columbia,2025/1/1,Accommodation and food services,194.5,173.2,23.68,0.8904884318766066,17.4,9449274,156,5699989
British Columbia,2025/2/1,Accommodation and food services,192.4,170.8,23.28,0.8877338877338877,17.4,9383484,157.6,5699989
British Columbia,2025/3/1,Accommodation and food services,201.9,177.8,23.61,0.8806339772164438,17.4,9463479,157.8,5699989
British Columbia,2025/4/1,Accommodation and food services,192.7,172.7,23.55,0.8962117280747276,17.4,9640333,157.8,5699690
British Columbia,2025/5/1,Accommodation and food services,191.2,168.7,23.47,0.8823221757322176,17.4,9615788,159,5699690
British Columbia,2025/6/1,Accommodation and food services,202.6,182.9,22.9,0.9027640671273446,17.85,9770810,158.8,5699690
British Columbia,2025/7/1,Accommodation and food services,205.4,185.9,23.31,0.9050632911392406,17.85,9650716,159.1,5697536
British Columbia,2025/8/1,Accommodation and food services,200.3,183.3,23.29,0.9151273090364452,17.85,9646356,159,5697536
British Columbia,2025/9/1,Accommodation and food services,205.3,180.9,23.09,0.8811495372625426,17.85,,158.8,5697536
British Columbia,2022/1/1,Agriculture,,,,,15.2,,,
British Columbia,2022/2/1,Agriculture,,,,,15.2,,,
British Columbia,2022/3/1,Agriculture,,,,,15.2,,,
British Columbia,2022/4/1,Agriculture,,,,,15.2,,,
British Columbia,2022/5/1,Agriculture,,,,,15.2,,,
British Columbia,2022/6/1,Agriculture,,,,,15.65,,,
British Columbia,2022/7/1,Agriculture,,,,,15.65,,,
British Columbia,2022/8/1,Agriculture,,,,,15.65,,,
British Columbia,2022/9/1,Agriculture,,,,,15.65,,,
British Columbia,2022/10/1,Agriculture,,,,,15.65,,,
British Columbia,2022/11/1,Agriculture,,,,,15.65,,,
British Columbia,2022/12/1,Agriculture,,,,,15.65,,,
British Columbia,2023/1/1,Agriculture,20.4,11.6,26.81,0.5686274509803921,15.65,9022641,148.1,5432939
British Columbia,2023/2/1,Agriculture,25.4,16.3,24.64,0.641732283464567,15.65,8710353,149.1,5432939
British Columbia,2023/3/1,Agriculture,23.5,14.4,22.58,0.6127659574468085,15.65,9017594,149.7,5432939
British Columbia,2023/4/1,Agriculture,24.4,18.1,22.82,0.7418032786885247,15.65,8790084,150.4,5466566
British Columbia,2023/5/1,Agriculture,28.1,21.2,22.32,0.7544483985765124,15.65,9059680,151,5466566
British Columbia,2023/6/1,Agriculture,32.1,16.4,23.4,0.5109034267912772,16.75,8953609,151.6,5466566
British Columbia,2023/7/1,Agriculture,28.6,17.7,20.87,0.6188811188811189,16.75,9036552,152.1,5515296
British Columbia,2023/8/1,Agriculture,30.8,18.2,21.75,0.5909090909090908,16.75,9034157,152.6,5515296
British Columbia,2023/9/1,Agriculture,24.2,14,22.08,0.578512396694215,16.75,9059493,152.7,5515296
British Columbia,2023/10/1,Agriculture,26.7,15.2,19.98,0.5692883895131086,16.75,8973848,152.6,5572694
British Columbia,2023/11/1,Agriculture,22.5,12.4,22.15,0.5511111111111111,16.75,9078007,152.8,5572694
British Columbia,2023/12/1,Agriculture,22.9,12,22.15,0.5240174672489083,16.75,9030013,152.1,5572694
British Columbia,2024/1/1,Agriculture,19,11.5,22.42,0.6052631578947368,16.75,8602072,152.6,5601024
British Columbia,2024/2/1,Agriculture,18.4,10.3,28.18,0.5597826086956522,16.75,8979918,153,5601024
British Columbia,2024/3/1,Agriculture,19,9.9,24.45,0.5210526315789474,16.75,8960322,153.8,5601024
British Columbia,2024/4/1,Agriculture,17.9,11.5,36.97,0.6424581005586593,16.75,9041785,154.7,5638043
British Columbia,2024/5/1,Agriculture,18.6,13.7,32.18,0.7365591397849461,16.75,8926423,155.4,5638043
British Columbia,2024/6/1,Agriculture,21.8,14.3,28.2,0.6559633027522936,17.4,8898870,155.5,5638043
British Columbia,2024/7/1,Agriculture,28.5,21.7,29,0.7614035087719297,17.4,9015739,156.4,5671114
British Columbia,2024/8/1,Agriculture,23.6,18,24.26,0.7627118644067796,17.4,9022425,156.2,5671114
British Columbia,2024/9/1,Agriculture,20.3,12.9,26.58,0.6354679802955665,17.4,9123075,155.8,5671114
British Columbia,2024/10/1,Agriculture,17.2,11.2,30.45,0.6511627906976744,17.4,9202925,156.2,5696852
British Columbia,2024/11/1,Agriculture,14.9,9.4,28.2,0.6308724832214765,17.4,9252003,156.3,5696852
British Columbia,2024/12/1,Agriculture,12.3,8,27.87,0.6504065040650406,17.4,9358028,156.1,5696852
British Columbia,2025/1/1,Agriculture,9.7,5.1,32.02,0.5257731958762887,17.4,9449274,156,5699989
British Columbia,2025/2/1,Agriculture,13,7.8,27.11,0.6,17.4,9383484,157.6,5699989
British Columbia,2025/3/1,Agriculture,13.8,8.9,23.4,0.644927536231884,17.4,9463479,157.8,5699989
British Columbia,2025/4/1,Agriculture,18.6,12.4,34.5,0.6666666666666666,17.4,9640333,157.8,5699690
British Columbia,2025/5/1,Agriculture,15,10.6,24.02,0.7066666666666667,17.4,9615788,159,5699690
British Columbia,2025/6/1,Agriculture,14.3,10.7,25.3,0.7482517482517481,17.85,9770810,158.8,5699690
British Columbia,2025/7/1,Agriculture,17,12.7,29,0.7470588235294118,17.85,9650716,159.1,5697536
British Columbia,2025/8/1,Agriculture,21.3,13.5,28.39,0.6338028169014084,17.85,9646356,159,5697536
British Columbia,2025/9/1,Agriculture,20.9,14.3,29.37,0.6842105263157896,17.85,,158.8,5697536
British Columbia,2022/1/1,"Business, building and other support services",,,,,15.2,,,
British Columbia,2022/2/1,"Business, building and other support services",,,,,15.2,,,
British Columbia,2022/3/1,"Business, building and other support services",,,,,15.2,,,
British Columbia,2022/4/1,"Business, building and other support services",,,,,15.2,,,
British Columbia,2022/5/1,"Business, building and other support services",,,,,15.2,,,
British Columbia,2022/6/1,"Business, building and other support services",,,,,15.65,,,
British Columbia,2022/7/1,"Business, building and other support services",,,,,15.65,,,
British Columbia,2022/8/1,"Business, building and other support services",,,,,15.65,,,
British Columbia,2022/9/1,"Business, building and other support services",,,,,15.65,,,
British Columbia,2022/10/1,"Business, building and other support services",,,,,15.65,,,
British Columbia,2022/11/1,"Business, building and other support services",,,,,15.65,,,
British Columbia,2022/12/1,"Business, building and other support services",,,,,15.65,,,
British Columbia,2023/1/1,"Business, building and other support services",95.9,56.5,25.78,0.5891553701772679,15.65,9022641,148.1,5432939
British Columbia,2023/2/1,"Business, building and other support services",94.8,57.8,25.3,0.609704641350211,15.65,8710353,149.1,5432939
British Columbia,2023/3/1,"Business, building and other support services",99.1,59.5,25.6,0.6004036326942482,15.65,9017594,149.7,5432939
British Columbia,2023/4/1,"Business, building and other support services",101.6,63.9,26.83,0.6289370078740157,15.65,8790084,150.4,5466566
British Columbia,2023/5/1,"Business, building and other support services",95.1,65.1,27.36,0.6845425867507886,15.65,9059680,151,5466566
British Columbia,2023/6/1,"Business, building and other support services",97.7,65.8,27.07,0.6734902763561924,16.75,8953609,151.6,5466566
British Columbia,2023/7/1,"Business, building and other support services",97.9,66.2,25.48,0.6762002042900919,16.75,9036552,152.1,5515296
British Columbia,2023/8/1,"Business, building and other support services",101.3,69.4,28.12,0.6850937808489636,16.75,9034157,152.6,5515296
British Columbia,2023/9/1,"Business, building and other support services",101.6,68.9,30.02,0.6781496062992127,16.75,9059493,152.7,5515296
British Columbia,2023/10/1,"Business, building and other support services",93.9,63.6,28.59,0.6773162939297125,16.75,8973848,152.6,5572694
British Columbia,2023/11/1,"Business, building and other support services",92.2,59.7,28.34,0.6475054229934925,16.75,9078007,152.8,5572694
British Columbia,2023/12/1,"Business, building and other support services",83.3,51.6,27.93,0.6194477791116447,16.75,9030013,152.1,5572694
British Columbia,2024/1/1,"Business, building and other support services",90.2,60.6,28.01,0.6718403547671841,16.75,8602072,152.6,5601024
British Columbia,2024/2/1,"Business, building and other support services",92.1,61.5,30.8,0.6677524429967427,16.75,8979918,153,5601024
British Columbia,2024/3/1,"Business, building and other support services",92.1,62.3,30.03,0.6764386536373507,16.75,8960322,153.8,5601024
British Columbia,2024/4/1,"Business, building and other support services",95.3,63.9,29.48,0.6705141657922351,16.75,9041785,154.7,5638043
British Columbia,2024/5/1,"Business, building and other support services",103,71.1,29.32,0.6902912621359223,16.75,8926423,155.4,5638043
British Columbia,2024/6/1,"Business, building and other support services",105.9,74.4,28.4,0.7025495750708215,17.4,8898870,155.5,5638043
British Columbia,2024/7/1,"Business, building and other support services",103,70.4,28.66,0.6834951456310681,17.4,9015739,156.4,5671114
British Columbia,2024/8/1,"Business, building and other support services",99.8,67.7,28.26,0.6783567134268538,17.4,9022425,156.2,5671114
British Columbia,2024/9/1,"Business, building and other support services",102.4,68.5,29.47,0.668945313,17.4,9123075,155.8,5671114
British Columbia,2024/10/1,"Business, building and other support services",106.4,74.4,29.28,0.6992481203007519,17.4,9202925,156.2,5696852
British Columbia,2024/11/1,"Business, building and other support services",103,68.6,29.09,0.6660194174757281,17.4,9252003,156.3,5696852
British Columbia,2024/12/1,"Business, building and other support services",102.7,69.3,27.93,0.6747809152872444,17.4,9358028,156.1,5696852
British Columbia,2025/1/1,"Business, building and other support services",101.1,63.1,29.49,0.6241345202769536,17.4,9449274,156,5699989
British Columbia,2025/2/1,"Business, building and other support services",102.6,67.9,29.97,0.6617933723196882,17.4,9383484,157.6,5699989
British Columbia,2025/3/1,"Business, building and other support services",97.9,62,30.2,0.6332992849846782,17.4,9463479,157.8,5699989
British Columbia,2025/4/1,"Business, building and other support services",95,68,33.79,0.7157894736842105,17.4,9640333,157.8,5699690
British Columbia,2025/5/1,"Business, building and other support services",99.9,66.6,32.48,0.6666666666666665,17.4,9615788,159,5699690
British Columbia,2025/6/1,"Business, building and other support services",101.4,71,30,0.700197238658777,17.85,9770810,158.8,5699690
British Columbia,2025/7/1,"Business, building and other support services",102.5,70.4,30.56,0.686829268292683,17.85,9650716,159.1,5697536
British Columbia,2025/8/1,"Business, building and other support services",106.2,72.2,29.96,0.67984934086629,17.85,9646356,159,5697536
British Columbia,2025/9/1,"Business, building and other support services",102.7,68.6,30.76,0.667964946445959,17.85,,158.8,5697536
British Columbia,2022/1/1,Construction,,,,,15.2,,,
British Columbia,2022/2/1,Construction,,,,,15.2,,,
British Columbia,2022/3/1,Construction,,,,,15.2,,,
British Columbia,2022/4/1,Construction,,,,,15.2,,,
British Columbia,2022/5/1,Construction,,,,,15.2,,,
British Columbia,2022/6/1,Construction,,,,,15.65,,,
British Columbia,2022/7/1,Construction,,,,,15.65,,,
British Columbia,2022/8/1,Construction,,,,,15.65,,,
British Columbia,2022/9/1,Construction,,,,,15.65,,,
British Columbia,2022/10/1,Construction,,,,,15.65,,,
British Columbia,2022/11/1,Construction,,,,,15.65,,,
British Columbia,2022/12/1,Construction,,,,,15.65,,,
British Columbia,2023/1/1,Construction,262.1,181.7,36.06,0.6932468523464326,15.65,9022641,148.1,5432939
British Columbia,2023/2/1,Construction,261.8,176.1,36.76,0.6726508785332315,15.65,8710353,149.1,5432939
British Columbia,2023/3/1,Construction,261.2,176.4,35.58,0.6753445635528331,15.65,9017594,149.7,5432939
British Columbia,2023/4/1,Construction,258.2,175.6,36.73,0.6800929512006196,15.65,8790084,150.4,5466566
British Columbia,2023/5/1,Construction,254.3,170.2,37.3,0.6692882422335823,15.65,9059680,151,5466566
British Columbia,2023/6/1,Construction,253.1,168,35.47,0.6637692611615962,16.75,8953609,151.6,5466566
British Columbia,2023/7/1,Construction,236.1,154.1,36.88,0.6526895383312156,16.75,9036552,152.1,5515296
British Columbia,2023/8/1,Construction,228.5,160.4,36.84,0.7019693654266959,16.75,9034157,152.6,5515296
British Columbia,2023/9/1,Construction,234.3,162,37.15,0.6914212548015365,16.75,9059493,152.7,5515296
British Columbia,2023/10/1,Construction,239.7,169.9,38.23,0.708802670004172,16.75,8973848,152.6,5572694
British Columbia,2023/11/1,Construction,244.5,175.6,37.51,0.718200408997955,16.75,9078007,152.8,5572694
British Columbia,2023/12/1,Construction,241.3,176.4,36.98,0.731040198922503,16.75,9030013,152.1,5572694
British Columbia,2024/1/1,Construction,243.3,176.5,37.84,0.7254418413481298,16.75,8602072,152.6,5601024
British Columbia,2024/2/1,Construction,253.3,179.6,38.15,0.7090406632451638,16.75,8979918,153,5601024
British Columbia,2024/3/1,Construction,249.1,171.1,37.07,0.6868727418707347,16.75,8960322,153.8,5601024
British Columbia,2024/4/1,Construction,254.3,175.4,38.01,0.689736531655525,16.75,9041785,154.7,5638043
British Columbia,2024/5/1,Construction,256.7,176.1,36.34,0.6860148032723024,16.75,8926423,155.4,5638043
British Columbia,2024/6/1,Construction,262.1,177.4,36.99,0.6768409004196871,17.4,8898870,155.5,5638043
British Columbia,2024/7/1,Construction,271.6,196.5,35.78,0.7234904270986745,17.4,9015739,156.4,5671114
British Columbia,2024/8/1,Construction,267.5,190,36.4,0.7102803738317757,17.4,9022425,156.2,5671114
British Columbia,2024/9/1,Construction,259.6,179.6,37.42,0.6918335901386748,17.4,9123075,155.8,5671114
British Columbia,2024/10/1,Construction,254.9,180.6,37.94,0.7085131424087877,17.4,9202925,156.2,5696852
British Columbia,2024/11/1,Construction,265.8,186.2,39.28,0.7005267118133934,17.4,9252003,156.3,5696852
British Columbia,2024/12/1,Construction,264.6,187.9,39.75,0.7101284958427815,17.4,9358028,156.1,5696852
British Columbia,2025/1/1,Construction,266.8,185.8,39.18,0.6964017991004497,17.4,9449274,156,5699989
British Columbia,2025/2/1,Construction,259.6,188.5,39.88,0.7261171032357472,17.4,9383484,157.6,5699989
British Columbia,2025/3/1,Construction,262.2,195.9,39.58,0.7471395881006866,17.4,9463479,157.8,5699989
British Columbia,2025/4/1,Construction,268,192.2,41.18,0.7171641791044776,17.4,9640333,157.8,5699690
British Columbia,2025/5/1,Construction,281.2,210.2,40.73,0.7475106685633002,17.4,9615788,159,5699690
British Columbia,2025/6/1,Construction,280.1,203.8,40.13,0.7275972866833273,17.85,9770810,158.8,5699690
British Columbia,2025/7/1,Construction,273.6,204.3,40.4,0.7467105263157895,17.85,9650716,159.1,5697536
British Columbia,2025/8/1,Construction,283.7,212.7,38.8,0.74973563623546,17.85,9646356,159,5697536
British Columbia,2025/9/1,Construction,275,210.2,39.92,0.7643636363636364,17.85,,158.8,5697536
British Columbia,2022/1/1,Educational services,,,,,15.2,,,
British Columbia,2022/2/1,Educational services,,,,,15.2,,,
British Columbia,2022/3/1,Educational services,,,,,15.2,,,
British Columbia,2022/4/1,Educational services,,,,,15.2,,,
British Columbia,2022/5/1,Educational services,,,,,15.2,,,
British Columbia,2022/6/1,Educational services,,,,,15.65,,,
British Columbia,2022/7/1,Educational services,,,,,15.65,,,
British Columbia,2022/8/1,Educational services,,,,,15.65,,,
British Columbia,2022/9/1,Educational services,,,,,15.65,,,
British Columbia,2022/10/1,Educational services,,,,,15.65,,,
British Columbia,2022/11/1,Educational services,,,,,15.65,,,
British Columbia,2022/12/1,Educational services,,,,,15.65,,,
British Columbia,2023/1/1,Educational services,224.1,203,37.84,0.9058456046407852,15.65,9022641,148.1,5432939
British Columbia,2023/2/1,Educational services,224.3,201.5,38.3,0.8983504235399019,15.65,8710353,149.1,5432939
British Columbia,2023/3/1,Educational services,224.1,201,37.93,0.8969210174029452,15.65,9017594,149.7,5432939
British Columbia,2023/4/1,Educational services,230.8,207.8,37.82,0.9003466204506065,15.65,8790084,150.4,5466566
British Columbia,2023/5/1,Educational services,229.4,208.7,38.07,0.9097646033129904,15.65,9059680,151,5466566
British Columbia,2023/6/1,Educational services,229.6,202.2,36.25,0.8806620209059233,16.75,8953609,151.6,5466566
British Columbia,2023/7/1,Educational services,196.6,164.2,38.04,0.8351983723296033,16.75,9036552,152.1,5515296
British Columbia,2023/8/1,Educational services,209.9,167.3,39.12,0.7970462124821344,16.75,9034157,152.6,5515296
British Columbia,2023/9/1,Educational services,241.5,215.7,39.93,0.893167701863354,16.75,9059493,152.7,5515296
British Columbia,2023/10/1,Educational services,235.7,214.8,40.27,0.9113279592702588,16.75,8973848,152.6,5572694
British Columbia,2023/11/1,Educational services,237.3,217.1,40.72,0.9148756847871892,16.75,9078007,152.8,5572694
British Columbia,2023/12/1,Educational services,236.8,213.7,40.52,0.9024493243243242,16.75,9030013,152.1,5572694
British Columbia,2024/1/1,Educational services,236.2,214.7,39.67,0.9089754445385266,16.75,8602072,152.6,5601024
British Columbia,2024/2/1,Educational services,240.4,217.4,40.29,0.9043261231281198,16.75,8979918,153,5601024
British Columbia,2024/3/1,Educational services,234.2,209.8,40.78,0.8958155422715629,16.75,8960322,153.8,5601024
British Columbia,2024/4/1,Educational services,237.1,216.2,40.52,0.9118515394348377,16.75,9041785,154.7,5638043
British Columbia,2024/5/1,Educational services,229.7,205.4,42.26,0.8942098389203309,16.75,8926423,155.4,5638043
British Columbia,2024/6/1,Educational services,227,199.2,41.44,0.877533039647577,17.4,8898870,155.5,5638043
British Columbia,2024/7/1,Educational services,194.4,159.2,44.27,0.8189300411522633,17.4,9015739,156.4,5671114
British Columbia,2024/8/1,Educational services,208,158.1,42.54,0.7600961538461538,17.4,9022425,156.2,5671114
British Columbia,2024/9/1,Educational services,226.6,199.7,40.3,0.8812886142983231,17.4,9123075,155.8,5671114
British Columbia,2024/10/1,Educational services,229.6,206.1,40.02,0.8976480836236934,17.4,9202925,156.2,5696852
British Columbia,2024/11/1,Educational services,231.5,207.1,39.86,0.8946004319654427,17.4,9252003,156.3,5696852
British Columbia,2024/12/1,Educational services,231.8,213.7,40.93,0.9219154443485764,17.4,9358028,156.1,5696852
British Columbia,2025/1/1,Educational services,237.7,214.1,42.08,0.9007151872107699,17.4,9449274,156,5699989
British Columbia,2025/2/1,Educational services,239.3,220,42.57,0.9193480986209778,17.4,9383484,157.6,5699989
British Columbia,2025/3/1,Educational services,239.8,212.8,42.91,0.8874061718098415,17.4,9463479,157.8,5699989
British Columbia,2025/4/1,Educational services,236.5,208.3,43.26,0.8807610993657505,17.4,9640333,157.8,5699690
British Columbia,2025/5/1,Educational services,243,211.7,43.44,0.87119341563786,17.4,9615788,159,5699690
British Columbia,2025/6/1,Educational services,233.3,209.7,44.32,0.898842691813116,17.85,9770810,158.8,5699690
British Columbia,2025/7/1,Educational services,206.2,166.8,44.49,0.8089233753637246,17.85,9650716,159.1,5697536
British Columbia,2025/8/1,Educational services,210.5,161.6,45.2,0.7676959619952494,17.85,9646356,159,5697536
British Columbia,2025/9/1,Educational services,234.6,212.9,43.94,0.9075021312872976,17.85,,158.8,5697536
British Columbia,2022/1/1,"Finance, insurance, real estate, rental and leasing",,,,,15.2,,,
British Columbia,2022/2/1,"Finance, insurance, real estate, rental and leasing",,,,,15.2,,,
British Columbia,2022/3/1,"Finance, insurance, real estate, rental and leasing",,,,,15.2,,,
British Columbia,2022/4/1,"Finance, insurance, real estate, rental and leasing",,,,,15.2,,,
British Columbia,2022/5/1,"Finance, insurance, real estate, rental and leasing",,,,,15.2,,,
British Columbia,2022/6/1,"Finance, insurance, real estate, rental and leasing",,,,,15.65,,,
British Columbia,2022/7/1,"Finance, insurance, real estate, rental and leasing",,,,,15.65,,,
British Columbia,2022/8/1,"Finance, insurance, real estate, rental and leasing",,,,,15.65,,,
British Columbia,2022/9/1,"Finance, insurance, real estate, rental and leasing",,,,,15.65,,,
British Columbia,2022/10/1,"Finance, insurance, real estate, rental and leasing",,,,,15.65,,,
British Columbia,2022/11/1,"Finance, insurance, real estate, rental and leasing",,,,,15.65,,,
British Columbia,2022/12/1,"Finance, insurance, real estate, rental and leasing",,,,,15.65,,,
British Columbia,2023/1/1,"Finance, insurance, real estate, rental and leasing",167.7,127.5,40.45,0.7602862254025046,15.65,9022641,148.1,5432939
British Columbia,2023/2/1,"Finance, insurance, real estate, rental and leasing",172.2,130.3,38.97,0.7566782810685251,15.65,8710353,149.1,5432939
British Columbia,2023/3/1,"Finance, insurance, real estate, rental and leasing",171.9,130.8,39.51,0.7609075043630018,15.65,9017594,149.7,5432939
British Columbia,2023/4/1,"Finance, insurance, real estate, rental and leasing",171.1,136.8,38.98,0.799532437171245,15.65,8790084,150.4,5466566
British Columbia,2023/5/1,"Finance, insurance, real estate, rental and leasing",178.9,139.7,40.05,0.780883174958077,15.65,9059680,151,5466566
British Columbia,2023/6/1,"Finance, insurance, real estate, rental and leasing",183.4,138.5,39.78,0.7551799345692475,16.75,8953609,151.6,5466566
British Columbia,2023/7/1,"Finance, insurance, real estate, rental and leasing",185.8,146.3,41.53,0.78740581270183,16.75,9036552,152.1,5515296
British Columbia,2023/8/1,"Finance, insurance, real estate, rental and leasing",181.8,137.9,41.66,0.7585258525852585,16.75,9034157,152.6,5515296
British Columbia,2023/9/1,"Finance, insurance, real estate, rental and leasing",184.3,135.1,41.35,0.733043950081389,16.75,9059493,152.7,5515296
British Columbia,2023/10/1,"Finance, insurance, real estate, rental and leasing",182.1,133,42.01,0.7303679297089511,16.75,8973848,152.6,5572694
British Columbia,2023/11/1,"Finance, insurance, real estate, rental and leasing",182.2,139.3,41.43,0.7645444566410539,16.75,9078007,152.8,5572694
British Columbia,2023/12/1,"Finance, insurance, real estate, rental and leasing",183,137.1,43.14,0.7491803278688525,16.75,9030013,152.1,5572694
British Columbia,2024/1/1,"Finance, insurance, real estate, rental and leasing",181.6,132.3,41,0.72852422907489,16.75,8602072,152.6,5601024
British Columbia,2024/2/1,"Finance, insurance, real estate, rental and leasing",181.7,137.5,40.37,0.7567418822234453,16.75,8979918,153,5601024
British Columbia,2024/3/1,"Finance, insurance, real estate, rental and leasing",193.8,144.2,42.33,0.7440660474716201,16.75,8960322,153.8,5601024
British Columbia,2024/4/1,"Finance, insurance, real estate, rental and leasing",192.3,140,40.35,0.7280291211648465,16.75,9041785,154.7,5638043
British Columbia,2024/5/1,"Finance, insurance, real estate, rental and leasing",198.9,139.5,41.98,0.7013574660633484,16.75,8926423,155.4,5638043
British Columbia,2024/6/1,"Finance, insurance, real estate, rental and leasing",192.1,142.3,40.8,0.7407600208224884,17.4,8898870,155.5,5638043
British Columbia,2024/7/1,"Finance, insurance, real estate, rental and leasing",191.3,136.1,40.28,0.7114479874542603,17.4,9015739,156.4,5671114
British Columbia,2024/8/1,"Finance, insurance, real estate, rental and leasing",190.5,137.3,39.14,0.720734908136483,17.4,9022425,156.2,5671114
British Columbia,2024/9/1,"Finance, insurance, real estate, rental and leasing",182.4,125.9,39.51,0.6902412280701754,17.4,9123075,155.8,5671114
British Columbia,2024/10/1,"Finance, insurance, real estate, rental and leasing",180.2,126.5,41.01,0.7019977802441731,17.4,9202925,156.2,5696852
British Columbia,2024/11/1,"Finance, insurance, real estate, rental and leasing",180.5,127.6,38.53,0.7069252077562327,17.4,9252003,156.3,5696852
British Columbia,2024/12/1,"Finance, insurance, real estate, rental and leasing",182.3,129.2,41.97,0.7087218869994514,17.4,9358028,156.1,5696852
British Columbia,2025/1/1,"Finance, insurance, real estate, rental and leasing",184.3,126.9,42.56,0.6885512750949538,17.4,9449274,156,5699989
British Columbia,2025/2/1,"Finance, insurance, real estate, rental and leasing",188.6,138.9,44.32,0.7364793213149523,17.4,9383484,157.6,5699989
British Columbia,2025/3/1,"Finance, insurance, real estate, rental and leasing",191.3,139.4,43.47,0.7286983795086251,17.4,9463479,157.8,5699989
British Columbia,2025/4/1,"Finance, insurance, real estate, rental and leasing",193.3,145.1,45.32,0.750646663217796,17.4,9640333,157.8,5699690
British Columbia,2025/5/1,"Finance, insurance, real estate, rental and leasing",198.6,142.6,44.17,0.7180261832829808,17.4,9615788,159,5699690
British Columbia,2025/6/1,"Finance, insurance, real estate, rental and leasing",198.2,142.5,42.8,0.718970736629667,17.85,9770810,158.8,5699690
British Columbia,2025/7/1,"Finance, insurance, real estate, rental and leasing",194.4,142,43.77,0.7304526748971193,17.85,9650716,159.1,5697536
British Columbia,2025/8/1,"Finance, insurance, real estate, rental and leasing",198.4,148.2,42.7,0.7469758064516129,17.85,9646356,159,5697536
British Columbia,2025/9/1,"Finance, insurance, real estate, rental and leasing",195.9,158.9,43.69,0.8111281265952016,17.85,,158.8,5697536
British Columbia,2022/1/1,"Forestry, fishing, mining, quarrying, oil and gas",,,,,15.2,,,
British Columbia,2022/2/1,"Forestry, fishing, mining, quarrying, oil and gas",,,,,15.2,,,
British Columbia,2022/3/1,"Forestry, fishing, mining, quarrying, oil and gas",,,,,15.2,,,
British Columbia,2022/4/1,"Forestry, fishing, mining, quarrying, oil and gas",,,,,15.2,,,
British Columbia,2022/5/1,"Forestry, fishing, mining, quarrying, oil and gas",,,,,15.2,,,
British Columbia,2022/6/1,"Forestry, fishing, mining, quarrying, oil and gas",,,,,15.65,,,
British Columbia,2022/7/1,"Forestry, fishing, mining, quarrying, oil and gas",,,,,15.65,,,
British Columbia,2022/8/1,"Forestry, fishing, mining, quarrying, oil and gas",,,,,15.65,,,
British Columbia,2022/9/1,"Forestry, fishing, mining, quarrying, oil and gas",,,,,15.65,,,
British Columbia,2022/10/1,"Forestry, fishing, mining, quarrying, oil and gas",,,,,15.65,,,
British Columbia,2022/11/1,"Forestry, fishing, mining, quarrying, oil and gas",,,,,15.65,,,
British Columbia,2022/12/1,"Forestry, fishing, mining, quarrying, oil and gas",,,,,15.65,,,
British Columbia,2023/1/1,"Forestry, fishing, mining, quarrying, oil and gas",46.2,37.7,48.38,0.816017316017316,15.65,9022641,148.1,5432939
